host_since,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,is_location_exact,property_type,accommodates,bathrooms,bedrooms,beds,square_feet,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month
2015-07-12,100%,100%,f,1.0,t,t,47.65895308711308,-122.32197858006728,t,Apartment,1,1.0,1.0,1.0,,$28.00,,,1,$0.00,1,1125,t,0,0,10,10,0,,,,,,,,,,f,f,flexible,f,f,1,
2012-07-12,100%,100%,f,11.0,t,f,47.661484948049086,-122.31569340276803,t,Apartment,2,1.0,0.0,1.0,,$70.00,$100.00,$45.00,1,$15.00,2,1125,t,7,28,57,57,1,2015-11-27,2015-11-27,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,11,0.77
2015-07-09,100%,100%,t,2.0,t,t,47.66852257817995,-122.3154539657994,f,House,2,1.0,1.0,1.0,,$78.00,,,2,$20.00,2,14,t,26,56,86,361,18,2015-07-18,2016-01-01,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,moderate,f,f,2,3.16
2015-06-27,,,f,1.0,t,t,47.66948569204274,-122.31455013476597,f,House,1,1.0,1.0,1.0,,$30.00,,,1,$0.00,1,1125,t,30,60,90,365,0,,,,,,,,,,f,f,flexible,f,f,1,
2012-07-27,80%,100%,f,34.0,t,t,47.66129401149544,-122.3131820121498,t,Apartment,4,1.0,0.0,2.0,,$93.00,$100.00,$60.00,1,$15.00,2,1125,t,0,0,0,146,2,2015-08-10,2015-08-16,90.0,8.0,9.0,10.0,10.0,9.0,8.0,f,f,moderate,f,f,34,0.41
2012-07-12,100%,100%,f,11.0,t,f,47.66317893273352,-122.30399039504596,t,Apartment,1,1.0,1.0,1.0,,$65.00,$150.00,$60.00,1,$15.00,1,1125,t,27,27,27,278,0,,,,,,,,,,f,f,moderate,f,f,11,
2014-08-17,100%,100%,f,1.0,t,t,47.6640470302401,-122.31821953257312,t,Condominium,1,1.0,1.0,1.0,,$120.00,,,1,$0.00,1,1125,t,30,60,90,365,1,2015-09-25,2015-09-25,100.0,10.0,8.0,10.0,10.0,10.0,10.0,f,f,flexible,f,f,1,0.29
2015-01-30,98%,100%,f,21.0,t,f,47.66871492932789,-122.31631621598132,t,House,2,1.0,1.0,1.0,,$40.00,$500.00,$10.00,1,$15.00,1,1125,t,28,58,86,86,23,2015-08-03,2015-12-20,94.0,9.0,10.0,10.0,10.0,9.0,9.0,f,t,strict,f,f,21,4.45
2015-01-30,98%,100%,f,21.0,t,f,47.663122285899576,-122.30983960674465,f,House,2,1.0,1.0,1.0,,$43.00,$500.00,$10.00,1,$15.00,1,1125,t,1,21,49,324,9,2015-11-09,2015-12-23,96.0,10.0,10.0,10.0,9.0,10.0,10.0,f,t,strict,f,f,21,4.74
2015-07-09,100%,100%,t,2.0,t,t,47.66833787980445,-122.3151859508812,t,House,2,1.0,1.0,1.0,,$70.00,,,2,$20.00,2,10,t,28,58,88,363,18,2015-07-15,2015-11-29,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,moderate,f,f,2,3.1
2012-07-27,80%,100%,f,34.0,t,t,47.65836315994907,-122.31800632642232,t,Apartment,3,1.0,1.0,2.0,,$90.00,$150.00,$60.00,1,$20.00,2,1125,t,14,44,74,349,9,2014-03-30,2015-09-30,93.0,9.0,10.0,9.0,10.0,9.0,9.0,f,f,moderate,f,f,34,0.42
2014-01-10,60%,100%,f,1.0,t,t,47.6610967060518,-122.31877397999848,t,Apartment,3,1.0,0.0,2.0,,$90.00,,,1,$0.00,2,1125,t,25,55,84,84,9,2015-08-03,2015-09-21,87.0,9.0,8.0,8.0,9.0,9.0,8.0,f,f,strict,f,f,1,1.74
2011-09-24,100%,100%,f,1.0,t,f,47.664423566404345,-122.3032118919272,t,Apartment,2,1.0,1.0,1.0,,$85.00,,$15.00,2,$10.00,1,7,t,26,56,86,361,62,2014-09-12,2016-01-01,91.0,9.0,10.0,10.0,10.0,9.0,9.0,f,f,strict,f,f,1,3.88
2014-02-18,100%,100%,f,1.0,t,f,47.66044158497392,-122.31376828743196,t,Apartment,3,1.0,1.0,2.0,,$115.00,$100.00,$25.00,3,$20.00,1,1125,t,26,56,86,357,14,2015-09-05,2015-12-30,97.0,10.0,9.0,10.0,10.0,9.0,9.0,f,t,flexible,f,f,1,3.44
2013-08-08,100%,100%,f,2.0,t,t,47.65877002754865,-122.31369043358384,t,Apartment,4,1.0,1.0,1.0,,$89.00,$100.00,$25.00,2,$20.00,1,90,t,27,57,87,362,124,2013-10-17,2015-12-06,82.0,9.0,8.0,9.0,9.0,9.0,8.0,f,t,strict,f,t,2,4.59
2015-07-25,100%,100%,f,1.0,t,t,47.65825773833654,-122.31356599400932,t,Apartment,2,1.0,2.0,2.0,,$185.00,,,1,$0.00,1,1125,t,30,60,90,365,1,2015-07-25,2015-07-25,,,,,,,,f,f,flexible,f,f,1,0.18
2012-07-27,80%,100%,f,34.0,t,t,47.66154611817469,-122.31479365243338,t,Apartment,2,1.0,0.0,2.0,,$85.00,$100.00,$60.00,1,$15.00,1,1125,t,30,60,90,365,5,2014-08-14,2015-09-26,76.0,8.0,7.0,7.0,7.0,9.0,9.0,f,f,strict,f,f,34,0.29
2015-10-26,100%,,f,1.0,f,f,47.66856586583583,-122.30746196378225,t,Apartment,2,1.0,1.0,1.0,,$135.00,$400.00,$99.00,1,$0.00,2,30,t,30,60,89,89,0,,,,,,,,,,f,t,strict,f,f,1,
2010-09-08,100%,,f,1.0,t,t,47.65883580598525,-122.31814955929693,t,Apartment,3,1.0,1.0,1.0,,$95.00,$95.00,,2,$10.00,2,1125,t,29,59,88,88,11,2014-07-07,2015-06-12,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,1,0.6
2015-09-01,,,f,1.0,t,f,47.65721705819162,-122.3142328619162,t,Apartment,8,1.0,4.0,4.0,,$306.00,$250.00,$108.00,6,$40.00,1,180,t,0,0,0,0,1,2015-11-08,2015-11-08,80.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,1,0.52
2015-11-04,100%,100%,f,1.0,t,f,47.66692210432474,-122.31720189306375,f,House,4,1.5,1.0,2.0,,$29.00,,,1,$21.00,1,3,t,23,53,82,82,0,,,,,,,,,,f,f,strict,f,f,1,
2015-01-30,98%,100%,f,21.0,t,f,47.66299472085648,-122.31022150527043,f,House,2,1.0,1.0,1.0,,$47.00,$500.00,$10.00,1,$15.00,1,1125,t,24,51,81,356,14,2015-10-19,2015-12-16,87.0,9.0,9.0,8.0,9.0,9.0,9.0,f,t,strict,f,f,21,5.38
2011-10-03,90%,100%,f,37.0,t,t,47.65824886150637,-122.3176388721325,t,House,1,1.0,1.0,1.0,,$50.00,$350.00,$35.00,1,$0.00,4,1125,t,30,60,90,365,1,2015-12-20,2015-12-20,100.0,8.0,8.0,8.0,8.0,10.0,8.0,f,f,strict,f,f,37,1.0
2012-07-27,80%,100%,f,34.0,t,t,47.65856120833457,-122.31608656335912,t,Apartment,4,1.0,1.0,2.0,,$105.00,$150.00,$60.00,1,$15.00,1,1125,t,30,60,90,365,3,2015-06-15,2015-10-01,80.0,7.0,8.0,8.0,9.0,10.0,8.0,f,f,moderate,f,f,34,0.44
2012-07-27,80%,100%,f,34.0,t,t,47.66147374152716,-122.31356281044512,t,Apartment,2,1.0,1.0,1.0,,$83.00,$150.00,$55.00,1,$15.00,3,1125,t,30,60,90,365,11,2013-07-26,2014-09-03,85.0,9.0,9.0,9.0,9.0,9.0,9.0,f,f,moderate,f,f,34,0.37
2015-07-08,100%,,f,1.0,t,t,47.66765748239081,-122.31780716890728,f,House,2,1.0,1.0,1.0,,$73.00,,$25.00,2,$25.00,1,1125,t,21,51,81,356,5,2015-08-28,2015-10-16,96.0,9.0,10.0,10.0,10.0,10.0,9.0,f,f,flexible,f,f,1,1.15
2015-07-04,93%,100%,f,2.0,t,t,47.65665819458098,-122.32031378158015,t,Townhouse,4,2.5,2.0,2.0,,$92.00,$225.00,$80.00,2,$10.00,1,28,t,17,39,69,335,34,2015-07-13,2015-12-28,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,2,5.8
2014-08-03,100%,,f,2.0,t,t,47.66270102791644,-122.309732056787,f,Apartment,1,0.5,1.0,1.0,,$69.00,,,1,$0.00,1,1125,t,30,60,90,365,0,,,,,,,,,,f,t,flexible,f,f,2,
2012-04-26,,,t,1.0,t,t,47.6644857528012,-122.30467063357894,t,Apartment,2,1.0,1.0,1.0,,$59.00,,,1,$26.00,1,10,t,15,45,75,171,146,2012-09-14,2015-09-30,98.0,10.0,10.0,10.0,10.0,9.0,10.0,f,f,moderate,t,t,1,3.63
2012-07-27,80%,100%,f,34.0,t,t,47.662360599433896,-122.30242395277932,t,Apartment,6,2.0,2.0,2.0,,$145.00,$250.00,$90.00,2,$20.00,1,1125,t,30,60,90,365,7,2015-06-14,2015-11-21,91.0,10.0,9.0,9.0,9.0,9.0,9.0,f,f,strict,f,f,34,1.02
2012-07-27,80%,100%,f,34.0,t,t,47.65863155005484,-122.31776635593395,t,Apartment,4,1.0,1.0,2.0,,$95.00,$100.00,$60.00,1,$12.00,2,1125,t,30,60,90,365,7,2014-06-15,2015-08-25,66.0,7.0,6.0,8.0,8.0,8.0,7.0,f,f,moderate,f,f,34,0.37
2012-07-12,100%,100%,f,11.0,t,f,47.66321788314095,-122.30437085771638,t,Apartment,6,2.0,2.0,2.0,,$150.00,$100.00,$90.00,2,$15.00,1,1125,t,30,60,90,365,8,2014-07-09,2014-09-02,68.0,7.0,7.0,7.0,7.0,9.0,7.0,f,f,strict,f,f,11,0.44
2014-10-08,95%,100%,f,1.0,t,t,47.667132180868265,-122.31644887976832,f,Apartment,4,1.0,2.0,2.0,,$85.00,,,1,$0.00,1,1125,t,29,59,89,364,1,2015-12-20,2015-12-20,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,flexible,f,f,1,1.0
2012-07-27,80%,100%,f,34.0,t,t,47.66313457786451,-122.3145582495302,t,Apartment,2,1.0,0.0,1.0,,$98.00,$150.00,$60.00,1,$15.00,2,1125,t,30,60,90,365,2,2015-05-17,2015-11-07,80.0,8.0,9.0,10.0,10.0,9.0,8.0,f,f,moderate,f,f,34,0.26
2014-06-13,100%,100%,f,3.0,t,t,47.66396766058472,-122.3065184774108,t,Apartment,4,1.0,1.0,4.0,,$110.00,$300.00,$60.00,1,$10.00,2,1125,t,30,60,90,365,7,2015-03-29,2015-09-09,100.0,10.0,10.0,10.0,10.0,8.0,10.0,f,t,strict,f,f,2,0.74
2011-10-03,90%,100%,f,37.0,t,t,47.65731408746019,-122.31975999730996,t,House,1,1.0,1.0,1.0,,$42.00,$350.00,$35.00,1,$0.00,4,1125,t,3,33,63,338,0,,,,,,,,,,f,f,strict,f,f,37,
2012-07-27,80%,100%,f,34.0,t,t,47.65860891102937,-122.31771304868194,t,Apartment,3,1.0,1.0,1.0,,$95.00,$150.00,$60.00,1,$15.00,2,1125,t,30,60,90,365,23,2014-06-23,2015-09-16,82.0,9.0,9.0,9.0,8.0,8.0,8.0,f,f,strict,f,f,34,1.23
2011-10-03,90%,100%,f,37.0,t,t,47.65688213347102,-122.31827300837466,t,House,1,1.0,1.0,1.0,,$42.00,$350.00,$35.00,1,$0.00,4,1125,t,30,60,90,365,2,2015-12-08,2015-12-19,90.0,9.0,9.0,10.0,10.0,10.0,9.0,f,f,strict,f,f,37,2.0
2014-08-10,83%,100%,f,1.0,t,t,47.67160466476604,-122.31576541332288,t,House,5,2.0,3.0,3.0,,$250.00,$800.00,$120.00,1,$0.00,3,1125,t,13,33,45,309,2,2015-04-22,2015-09-26,90.0,10.0,8.0,10.0,10.0,10.0,9.0,f,f,moderate,f,f,1,0.23
2011-10-03,90%,100%,f,37.0,t,t,47.65697101562818,-122.31891805261412,t,House,1,1.0,1.0,1.0,,$42.00,$350.00,$35.00,1,$0.00,4,1125,t,30,60,90,365,0,,,,,,,,,,f,f,strict,f,f,37,
2015-02-13,70%,100%,f,1.0,t,t,47.66391817092261,-122.31134231156015,t,Apartment,2,1.0,1.0,1.0,,$40.00,,$5.00,1,$0.00,1,1,t,30,60,89,89,4,2015-11-15,2015-12-01,90.0,10.0,8.0,10.0,10.0,10.0,9.0,f,f,flexible,f,f,1,2.35
2011-12-19,,,f,1.0,t,f,47.66902313550703,-122.31588247376602,t,Apartment,4,1.0,2.0,3.0,,$80.00,$200.00,$35.00,4,$15.00,2,60,t,0,0,0,214,19,2012-02-15,2014-04-22,85.0,8.0,8.0,9.0,9.0,9.0,8.0,f,f,moderate,f,f,1,0.4
2015-01-20,100%,100%,f,1.0,t,t,47.66353217104436,-122.31149151494373,t,Townhouse,2,1.5,1.0,2.0,,$40.00,,,1,$10.00,1,1125,t,30,60,90,365,1,2015-12-03,2015-12-03,80.0,10.0,10.0,8.0,10.0,10.0,10.0,f,f,flexible,f,f,1,0.91
2015-07-09,,,f,1.0,t,f,47.66881617454991,-122.31844165100117,t,House,6,1.0,2.0,3.0,,$275.00,,$75.00,1,$0.00,1,1125,t,0,0,0,139,0,,,,,,,,,,f,f,flexible,f,f,1,
2015-08-16,50%,100%,f,1.0,t,f,47.657414116452685,-122.31582407185034,t,Apartment,1,1.0,0.0,1.0,,$47.00,,,1,$0.00,1,1125,t,28,28,28,28,0,,,,,,,,,,f,f,flexible,f,f,1,
2015-08-10,100%,,f,1.0,t,t,47.66048820478944,-122.31483485267373,t,Apartment,2,1.0,1.0,2.0,,$118.00,,,1,$0.00,1,1125,t,30,60,90,365,1,2015-08-16,2015-08-16,,,,,,,,f,f,flexible,f,f,1,0.21
2012-07-27,80%,100%,f,34.0,t,t,47.65697035652631,-122.31577978392691,t,Apartment,3,1.0,1.0,1.0,,$105.00,$150.00,$60.00,1,$15.00,3,1125,t,30,60,90,365,5,2013-09-07,2015-08-18,70.0,8.0,8.0,8.0,10.0,9.0,8.0,f,f,strict,f,f,34,0.18
2012-07-12,100%,100%,f,11.0,t,f,47.65747556063892,-122.31754267474382,t,Apartment,6,2.0,2.0,3.0,,$150.00,$150.00,$90.00,2,$15.00,1,1125,t,30,60,90,365,1,2015-12-02,2015-12-02,60.0,8.0,8.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,11,0.88
2011-05-18,60%,100%,f,1.0,t,t,47.67042421546338,-122.3152792275667,t,House,5,1.5,3.0,2.0,,$250.00,,$100.00,1,$0.00,2,1125,t,12,28,42,317,5,2015-08-23,2015-11-07,100.0,10.0,9.0,10.0,10.0,10.0,10.0,f,f,flexible,f,f,1,1.11
2011-06-09,75%,100%,t,1.0,t,t,47.61893903258519,-122.29212341783386,t,House,2,1.0,1.0,1.0,,$88.00,,$30.00,3,$15.00,1,730,t,30,60,90,361,93,2011-06-21,2015-06-03,96.0,10.0,9.0,10.0,10.0,9.0,10.0,f,f,moderate,f,t,1,1.68
2012-08-13,50%,100%,f,2.0,t,t,47.62371456878761,-122.29122744660847,t,House,2,1.0,1.0,1.0,,$139.00,,,1,$0.00,1,1125,t,30,60,90,365,0,,,,,,,,,,f,f,flexible,f,f,1,
2012-06-29,100%,100%,f,3.0,t,t,47.620161895872336,-122.29581428532816,t,Apartment,4,1.0,2.0,2.0,,$128.00,$100.00,$10.00,3,$25.00,2,90,t,14,29,59,334,158,2013-03-27,2015-12-31,92.0,9.0,9.0,10.0,10.0,10.0,9.0,f,t,flexible,f,f,3,4.67
2013-04-30,,,f,1.0,t,t,47.6245934179258,-122.29454683181132,t,Apartment,2,1.0,1.0,1.0,,$110.00,,$25.00,2,$25.00,2,1125,t,0,26,56,331,16,2013-06-04,2014-08-01,95.0,10.0,9.0,10.0,10.0,9.0,9.0,f,f,strict,f,f,1,0.51
2015-07-09,89%,100%,f,2.0,t,t,47.63051111930501,-122.28177129951526,t,House,2,1.0,1.0,1.0,,$210.00,$300.00,$80.00,1,$0.00,1,1125,t,3,33,63,338,2,2015-07-26,2015-08-07,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,f,strict,f,f,1,0.37
2012-10-02,100%,,f,2.0,t,f,47.6196623719805,-122.28955653874908,t,House,4,1.0,1.0,2.0,,$155.00,$300.00,$70.00,2,$40.00,20,120,t,30,60,90,365,49,2012-10-15,2015-09-01,93.0,9.0,10.0,10.0,10.0,9.0,9.0,f,f,strict,t,f,2,1.25
2013-09-22,90%,100%,t,1.0,t,t,47.6254344628427,-122.29043889679272,t,House,4,1.0,2.0,2.0,,$168.00,$250.00,$45.00,4,$20.00,1,1125,t,5,33,61,150,75,2015-02-14,2015-12-30,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,moderate,f,f,1,6.92
2011-08-08,100%,100%,f,5.0,t,t,47.62033230426741,-122.29553458518288,t,Apartment,2,1.0,0.0,1.0,,$62.00,,$50.00,1,$0.00,2,10,t,20,50,80,353,44,2014-08-27,2015-12-30,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,3,2.66
2015-05-12,100%,100%,t,1.0,t,t,47.62302601439876,-122.29529805126904,t,Apartment,2,1.0,0.0,1.0,,$80.00,$100.00,$25.00,1,$0.00,2,1125,t,19,38,51,303,25,2015-07-24,2015-12-27,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,1,4.55
2011-07-16,80%,100%,f,2.0,t,t,47.62250279036886,-122.29561574982894,t,Apartment,2,1.0,1.0,1.0,,$105.00,$200.00,$95.00,1,$0.00,2,1125,t,14,38,68,157,28,2015-05-27,2015-11-28,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,1,3.77
2014-08-20,100%,100%,f,1.0,t,t,47.62416949934836,-122.29304472909554,t,House,4,1.0,1.0,2.0,,$50.00,$95.00,$10.00,2,$15.00,1,14,t,26,56,79,87,2,2015-12-28,2016-01-03,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,1,2.0
2012-10-02,100%,,f,2.0,t,f,47.61931690011908,-122.28737367572572,t,House,2,1.0,1.0,1.0,,$70.00,$300.00,$50.00,1,$20.00,20,120,t,30,57,57,59,0,,,,,,,,,,f,f,strict,t,f,2,
2014-04-06,,,t,3.0,t,t,47.61839317784939,-122.2867805569107,t,House,1,1.0,1.0,1.0,,$165.00,$250.00,,1,$0.00,2,7,t,0,0,0,216,1,2015-08-30,2015-08-30,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,2,0.23
2012-03-26,100%,100%,t,1.0,t,f,47.625360711312496,-122.29151781936784,t,House,2,1.0,1.0,1.0,,$79.00,,$6.00,2,$30.00,1,1125,t,10,36,62,337,270,2013-05-05,2015-12-21,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,strict,f,f,1,8.31
2014-08-25,100%,100%,t,1.0,t,t,47.60950172847286,-122.31177157702528,t,Apartment,2,1.0,0.0,1.0,,$95.00,,$50.00,1,$0.00,3,32,t,20,50,80,351,68,2014-09-14,2015-12-27,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,1,4.27
2015-06-09,90%,100%,f,1.0,t,t,47.60676849413972,-122.31343767450304,t,House,2,1.0,1.0,1.0,,$90.00,,$26.00,1,$0.00,1,1125,t,17,44,73,322,52,2015-06-13,2015-12-13,93.0,10.0,10.0,10.0,10.0,9.0,9.0,f,t,moderate,f,f,1,7.57
2013-03-04,100%,100%,f,2.0,t,f,47.60510733905768,-122.30370783228072,t,House,8,2.5,3.0,3.0,,$380.00,$300.00,$100.00,4,$40.00,3,28,t,0,0,0,0,3,2015-07-20,2015-09-07,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,2,0.53
2014-03-08,100%,100%,f,1.0,t,t,47.611906101753846,-122.30334868505156,t,House,8,3.0,4.0,4.0,,$225.00,$500.00,$150.00,4,$0.00,3,29,t,0,0,0,85,3,2014-07-02,2015-07-15,100.0,10.0,9.0,10.0,10.0,9.0,9.0,f,f,strict,f,f,1,0.16
2015-08-08,100%,100%,f,2.0,t,t,47.61136902136102,-122.31452866921532,t,House,2,1.0,1.0,1.0,,$60.00,,,1,$0.00,1,1125,t,9,39,68,68,12,2015-09-14,2015-12-30,95.0,9.0,10.0,10.0,10.0,10.0,10.0,f,f,flexible,f,f,2,3.19
2014-10-08,100%,100%,f,1.0,t,t,47.61351809219013,-122.31160539156312,t,Condominium,2,1.0,1.0,1.0,,$100.00,$100.00,$20.00,2,$25.00,2,1125,t,28,58,88,359,0,,,,,,,,,,f,f,flexible,f,f,1,
2014-11-19,100%,100%,f,1.0,t,t,47.61109190945406,-122.30664837694638,t,House,5,2.5,2.0,2.0,,$157.00,,$100.00,5,$60.00,2,1125,t,0,0,0,156,25,2014-12-15,2015-12-07,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,flexible,f,f,1,1.94
2013-11-21,,,t,1.0,t,t,47.615628149985454,-122.30783687851384,t,House,2,1.0,1.0,1.0,,$110.00,,$30.00,1,$0.00,3,1125,t,30,60,90,365,43,2014-05-27,2015-10-20,99.0,10.0,10.0,10.0,10.0,10.0,9.0,f,f,strict,t,t,1,2.19
2013-11-10,100%,100%,f,1.0,t,t,47.61251670497654,-122.31434526003112,t,Apartment,3,1.0,1.0,1.0,,$150.00,,$30.00,1,$0.00,2,30,t,30,60,90,365,8,2015-01-01,2015-12-22,93.0,10.0,9.0,10.0,10.0,10.0,9.0,f,t,flexible,f,f,1,0.65
2012-01-21,100%,100%,t,3.0,t,t,47.61397307404379,-122.30788827000364,t,Townhouse,6,3.5,3.0,3.0,2100.0,$203.00,$750.00,$140.00,1,$0.00,7,120,t,16,18,19,235,0,,,,,,,,,,f,f,moderate,f,f,2,
2014-08-31,100%,100%,t,1.0,t,t,47.60844248666312,-122.31037597400976,t,House,5,1.0,1.0,2.0,,$145.00,,$100.00,4,$25.00,2,30,t,30,56,80,331,15,2015-06-30,2015-11-16,99.0,10.0,10.0,10.0,10.0,10.0,9.0,f,f,moderate,f,f,1,2.38
2012-06-07,100%,100%,f,1.0,t,t,47.60518579310529,-122.31230222073312,t,House,3,1.0,1.0,1.0,,$85.00,$250.00,$83.00,2,$35.00,1,70,t,18,18,18,75,74,2013-06-27,2015-11-10,92.0,9.0,9.0,10.0,9.0,9.0,9.0,f,t,strict,t,t,1,2.41
2013-08-16,100%,100%,t,2.0,t,t,47.603088586074286,-122.30523403516216,t,Apartment,4,1.0,1.0,2.0,,$79.00,$300.00,$70.00,2,$20.00,1,1125,t,26,56,86,361,104,2013-08-27,2015-12-08,95.0,10.0,10.0,10.0,10.0,8.0,9.0,f,f,moderate,f,f,1,3.62
2015-09-03,100%,100%,f,2.0,t,f,47.612475395205685,-122.30858195406589,f,Apartment,1,1.0,1.0,1.0,,$40.00,,,1,$0.00,1,1125,t,5,26,31,110,6,2015-12-04,2015-12-22,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,flexible,f,f,2,5.62
2012-04-23,100%,100%,f,4.0,t,t,47.605522788156286,-122.30753011695194,t,House,2,1.0,1.0,1.0,,$49.00,$100.00,$5.00,1,$5.00,1,1125,t,16,40,69,137,79,2012-06-30,2015-12-19,88.0,9.0,9.0,9.0,9.0,9.0,9.0,f,t,strict,t,t,4,1.85
2012-04-23,100%,100%,f,4.0,t,t,47.605623322613255,-122.3089054659442,t,Cabin,4,1.0,1.0,2.0,,$56.00,$100.00,$5.00,1,$5.00,1,30,t,7,23,45,192,79,2013-04-26,2015-12-18,84.0,9.0,9.0,9.0,9.0,9.0,9.0,f,t,strict,t,t,4,2.41
2014-12-18,83%,100%,t,4.0,t,t,47.605812709660256,-122.3040398399683,t,House,7,2.5,3.0,4.0,,$330.00,$300.00,$75.00,6,$25.00,1,1125,t,0,0,0,135,4,2015-07-30,2015-11-27,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,4,0.75
2013-12-28,86%,100%,f,2.0,t,t,47.60998161167129,-122.30463983646948,t,Apartment,4,1.0,2.0,2.0,,$150.00,,$40.00,2,$10.00,2,1125,t,8,28,51,302,96,2014-01-12,2015-12-18,91.0,9.0,9.0,10.0,9.0,9.0,9.0,f,f,flexible,f,f,2,3.98
2013-10-21,100%,100%,t,5.0,t,t,47.606796138622,-122.30908568485606,t,House,8,3.0,4.0,4.0,,$350.00,$200.00,$120.00,1,$0.00,1,14,t,9,39,69,332,7,2015-05-04,2015-09-25,94.0,10.0,10.0,10.0,9.0,10.0,9.0,f,f,strict,f,f,5,0.85
2015-03-04,100%,100%,f,1.0,t,t,47.60230964999229,-122.30579815011583,t,Townhouse,4,1.5,2.0,2.0,,$145.00,,$60.00,4,$60.00,2,1125,t,0,0,0,48,2,2015-11-05,2015-12-01,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,1,0.98
2015-08-20,100%,100%,f,1.0,t,t,47.60489136952938,-122.30671025942998,t,House,2,1.0,1.0,1.0,,$67.00,,$18.00,2,$0.00,1,1125,t,30,60,90,359,10,2015-09-13,2015-12-23,90.0,9.0,9.0,10.0,10.0,9.0,10.0,f,f,moderate,f,f,1,2.63
2013-09-19,100%,100%,f,4.0,t,t,47.610668142295054,-122.31255337250228,t,House,3,2.0,1.0,1.0,,$69.00,,,1,$15.00,2,1125,t,26,56,86,358,52,2014-04-28,2015-10-26,95.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,4,2.53
2012-04-23,100%,100%,f,4.0,t,t,47.60663950616629,-122.30813977196972,t,Cabin,2,1.0,1.0,1.0,,$52.00,$100.00,$5.00,1,$5.00,1,365,t,23,45,65,240,99,2012-06-07,2015-12-19,86.0,9.0,9.0,9.0,9.0,9.0,9.0,f,t,strict,t,t,4,2.27
2013-09-02,100%,100%,t,1.0,t,t,47.61025306382735,-122.30504930183336,t,House,2,1.0,1.0,1.0,,$75.00,,$35.00,1,$0.00,2,15,t,30,60,90,365,71,2014-06-08,2015-11-08,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,strict,f,f,1,3.7
2013-03-29,,,f,1.0,t,f,47.60315575549827,-122.30985527636498,t,Apartment,2,1.5,1.0,1.0,,$90.00,,,1,$0.00,1,50,t,30,60,90,365,28,2015-01-10,2015-09-07,91.0,9.0,10.0,10.0,10.0,9.0,9.0,f,t,moderate,f,f,1,2.33
2014-12-18,83%,100%,t,4.0,t,t,47.604405671315625,-122.30542912804276,t,House,2,1.0,1.0,1.0,,$130.00,$150.00,$30.00,2,$25.00,1,1125,t,0,0,0,131,5,2015-08-03,2015-09-01,96.0,10.0,10.0,10.0,10.0,9.0,10.0,f,f,strict,f,f,4,0.97
2015-09-20,100%,100%,f,2.0,t,t,47.61067856169876,-122.31267153040274,t,House,2,1.0,1.0,1.0,,$65.00,,$55.00,1,$0.00,3,1125,t,30,60,89,89,0,,,,,,,,,,f,f,moderate,f,f,2,
2014-05-13,,,f,1.0,t,t,47.61577893596818,-122.30682588342886,t,Apartment,2,1.0,1.0,1.0,,$155.00,,$25.00,1,$0.00,1,1125,t,0,0,0,184,10,2014-07-28,2015-09-08,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,1,0.57
